EmpID,Age,AgeGroup,Attrition,Department,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Custom,Years at company,Experience Slab Group,Salary,Salary Slab,Performance Rating
RM1234,30,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Married,1,No,12,10,2,2,10,0,1234,6-10 Years,6-10 Years,145000,100K - 150K,4
RM1238,32,26-35,Yes,Sales,Life Sciences,Male,2,Sales Executive,2,Single,6,No,15,10,2,3,0,0,1238,0-5 Years,6-10 Years,85000,50K - 100K,4
RM1244,45,36-45,No,Human Resources,Life Sciences,Female,3,Human Resources,3,Married,4,No,21,9,2,4,5,0,1244,0-5 Years,6-10 Years,125000,100K - 150K,4
RM1256,33,26-35,Yes,Sales,Life Sciences,Female,3,Sales Executive,1,Single,2,Yes,20,11,2,2,0,0,1256,0-5 Years,11-15 Years,85000,50K - 100K,4
RM128,19,18-25,Yes,Sales,Marketing,Male,1,Sales Representative,3,Single,1,Yes,19,0,2,2,0,0,128,0-5 Years,0-5 Years,80000,50K - 100K,2
RM1288,42,36-45,No,Research & Development,Medical,Male,2,Healthcare Representative,1,Married,5,No,18,10,2,2,0,0,1288,0-5 Years,6-10 Years,105000,100K - 150K,4
RM1312,18,18-25,No,Research & Development,Medical,Female,1,Research Scientist,3,Single,1,No,16,0,4,1,0,0,1312,0-5 Years,0-5 Years,145000,100K - 150K,2
RM1320,32,26-35,No,Sales,Marketing,Male,2,Sales Executive,4,Single,8,No,13,4,2,4,0,0,1320,0-5 Years,0-5 Years,85000,50K - 100K,3
RM1326,42,36-45,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,3,Single,4,No,13,8,3,3,0,0,1326,0-5 Years,6-10 Years,58000,50K - 100K,4
RM1372,56,55+,No,Sales,Marketing,Female,2,Sales Executive,1,Married,4,No,16,6,3,3,0,0,1372,0-5 Years,6-10 Years,85000,50K - 100K,3
RM1379,42,36-45,No,Sales,Marketing,Male,2,Sales Executive,4,Divorced,3,Yes,12,14,4,3,0,0,1379,0-5 Years,11-15 Years,85000,50K - 100K,3
RM172,19,18-25,Yes,Sales,Technical Degree,Female,1,Sales Representative,1,Single,0,No,21,1,5,4,0,0,172,0-5 Years,0-5 Years,80000,50K - 100K,2
RM234,50,46-55,No,Sales,Medical,Female,5,Manager,4,Divorced,3,No,11,32,3,2,7,0,234,6-10 Years,31-40 Years,195000,150K - 200K,5
RM265,28,26-35,Yes,Research & Development,Life Sciences,Male,1,Laboratory Technician,3,Single,2,No,11,5,5,1,0,0,265,0-5 Years,0-5 Years,58000,50K - 100K,3
RM266,29,26-35,No,Sales,Medical,Male,2,Sales Executive,2,Married,2,No,19,10,2,3,0,0,266,0-5 Years,6-10 Years,85000,50K - 100K,4
RM297,18,18-25,Yes,Research & Development,Life Sciences,Male,1,Laboratory Technician,3,Single,1,No,13,0,2,3,0,0,297,0-5 Years,0-5 Years,58000,50K - 100K,2
RM302,18,18-25,No,Sales,Medical,Female,1,Sales Representative,3,Single,1,No,12,0,2,3,0,0,302,0-5 Years,0-5 Years,80000,50K - 100K,2
RM348,47,46-55,No,Sales,Medical,Male,2,Sales Representative,3,Single,3,No,19,5,3,3,0,0,348,0-5 Years,0-5 Years,80000,50K - 100K,3
RM352,32,26-35,No,Research & Development,Medical,Female,1,Laboratory Technician,2,Married,1,No,13,8,4,3,8,0,352,6-10 Years,6-10 Years,58000,50K - 100K,4
RM353,48,46-55,No,Sales,Medical,Female,3,Manager,3,Married,3,No,21,15,3,1,0,0,353,0-5 Years,11-15 Years,195000,150K - 200K,3
RM429,47,46-55,No,Research & Development,Medical,Female,2,Manufacturing Director,4,Divorced,5,No,13,20,2,3,5,0,429,0-5 Years,16-20 Years,380000,200K+,5
RM458,18,18-25,Yes,Sales,Marketing,Male,1,Sales Representative,2,Single,1,Yes,14,0,3,3,0,0,458,0-5 Years,0-5 Years,80000,50K - 100K,2
RM461,26,26-35,No,Sales,Medical,Male,2,Sales Executive,3,Divorced,5,No,12,8,5,3,0,0,461,0-5 Years,6-10 Years,85000,50K - 100K,4
RM491,38,36-45,No,Research & Development,Life Sciences,Female,1,Research Scientist,1,Single,3,No,17,8,3,2,0,0,491,0-5 Years,6-10 Years,145000,100K - 150K,4
RM561,34,26-35,No,Research & Development,Life Sciences,Female,2,Manufacturing Director,1,Divorced,3,No,14,7,3,3,0,0,561,0-5 Years,6-10 Years,380000,200K+,3
RM586,23,18-25,Yes,Research & Development,Life Sciences,Male,1,Laboratory Technician,1,Married,1,Yes,21,1,2,3,0,0,586,0-5 Years,0-5 Years,58000,50K - 100K,2
RM603,30,26-35,No,Research & Development,Medical,Female,2,Manufacturing Director,4,Single,5,Yes,24,12,4,2,0,0,603,0-5 Years,11-15 Years,380000,200K+,4
RM616,27,26-35,No,Research & Development,Medical,Male,1,Research Scientist,4,Married,1,No,11,0,6,2,0,0,616,0-5 Years,0-5 Years,145000,100K - 150K,2
RM638,32,26-35,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,4,Divorced,0,No,12,4,2,3,3,0,638,0-5 Years,0-5 Years,58000,50K - 100K,3
RM653,37,36-45,No,Sales,Medical,Male,3,Sales Executive,2,Single,1,Yes,13,10,2,3,10,0,653,6-10 Years,6-10 Years,85000,50K - 100K,4
RM675,58,55+,No,Research & Development,Technical Degree,Female,3,Healthcare Representative,2,Divorced,2,Yes,13,24,3,3,6,0,675,6-10 Years,21-30 Years,105000,100K - 150K,4
RM679,48,46-55,No,Research & Development,Medical,Male,1,Research Scientist,3,Married,4,No,17,13,2,2,0,0,679,0-5 Years,11-15 Years,145000,100K - 150K,3
RM683,32,26-35,No,Research & Development,Life Sciences,Female,1,Laboratory Technician,2,Married,6,No,20,5,3,3,3,0,683,0-5 Years,0-5 Years,58000,50K - 100K,3
RM712,29,26-35,Yes,Research & Development,Life Sciences,Female,1,Research Scientist,1,Single,6,Yes,20,3,5,3,0,0,712,0-5 Years,0-5 Years,145000,100K - 150K,2
RM720,47,46-55,No,Sales,Life Sciences,Female,2,Sales Executive,4,Single,1,Yes,17,9,0,3,9,0,720,6-10 Years,6-10 Years,85000,50K - 100K,4
RM728,18,18-25,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Single,1,No,15,0,2,3,0,0,728,0-5 Years,0-5 Years,145000,100K - 150K,2
RM802,50,46-55,Yes,Sales,Other,Male,2,Sales Executive,3,Single,3,Yes,14,5,4,3,0,0,802,0-5 Years,0-5 Years,85000,50K - 100K,3
RM804,34,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Married,3,No,17,6,2,3,0,0,804,0-5 Years,6-10 Years,145000,100K - 150K,3
RM829,18,18-25,Yes,Research & Development,Medical,Male,1,Laboratory Technician,3,Single,1,No,12,0,0,3,0,0,829,0-5 Years,0-5 Years,58000,50K - 100K,2
RM861,22,18-25,Yes,Research & Development,Life Sciences,Male,1,Research Scientist,4,Married,0,Yes,11,1,5,3,0,0,861,0-5 Years,0-5 Years,145000,100K - 150K,2
RM863,44,36-45,No,Research & Development,Life Sciences,Male,1,Research Scientist,3,Single,2,No,13,6,3,3,0,0,863,0-5 Years,6-10 Years,145000,100K - 150K,3
RM867,40,36-45,No,Sales,Medical,Male,2,Sales Executive,2,Married,5,No,12,5,2,3,0,0,867,0-5 Years,0-5 Years,85000,50K - 100K,3
RM937,45,36-45,No,Research & Development,Medical,Female,5,Manager,2,Single,3,No,22,22,4,3,0,0,937,0-5 Years,21-30 Years,195000,150K - 200K,4
RM973,18,18-25,No,Research & Development,Life Sciences,Female,1,Laboratory Technician,4,Single,1,No,15,0,5,4,0,0,973,0-5 Years,0-5 Years,58000,50K - 100K,2
RM015,28,26-35,Yes,Research & Development,Life Sciences,Male,1,Laboratory Technician,3,Single,5,Yes,14,6,4,3,4,0,15,0-5 Years,6-10 Years,58000,50K - 100K,3
RM017,32,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,2,Divorced,0,Yes,12,7,5,2,6,0,17,6-10 Years,6-10 Years,145000,100K - 150K,3
RM037,50,46-55,Yes,Sales,Marketing,Male,1,Sales Representative,3,Married,1,Yes,14,3,2,3,3,0,37,0-5 Years,0-5 Years,80000,50K - 100K,2
RM055,26,26-35,No,Sales,Marketing,Female,2,Sales Executive,4,Married,7,Yes,19,5,2,2,2,0,55,0-5 Years,0-5 Years,85000,50K - 100K,3
RM079,37,36-45,No,Research & Development,Medical,Male,3,Research Director,3,Single,4,No,13,16,3,4,5,0,79,0-5 Years,16-20 Years,310000,200K+,5
RM080,46,46-55,No,Human Resources,Medical,Male,2,Human Resources,2,Divorced,8,Yes,22,16,2,3,4,0,80,0-5 Years,16-20 Years,125000,100K - 150K,3
RM088,51,46-55,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,4,Married,3,No,23,10,4,3,4,0,88,0-5 Years,6-10 Years,58000,50K - 100K,4
RM097,24,18-25,No,Sales,Other,Female,2,Sales Executive,3,Married,0,No,21,4,2,2,3,0,97,0-5 Years,0-5 Years,85000,50K - 100K,3
RM1002,37,36-45,No,Research & Development,Medical,Female,1,Laboratory Technician,3,Single,4,No,18,8,6,3,3,0,1002,0-5 Years,6-10 Years,58000,50K - 100K,4
RM1004,25,18-25,No,Research & Development,Technical Degree,Male,1,Laboratory Technician,4,Married,4,No,11,7,2,2,3,0,1004,0-5 Years,6-10 Years,58000,50K - 100K,3
RM101,37,36-45,Yes,Human Resources,Human Resources,Male,1,Human Resources,1,Divorced,4,Yes,22,7,3,3,3,0,101,0-5 Years,6-10 Years,125000,100K - 150K,3
RM1014,30,26-35,No,Sales,Marketing,Female,2,Sales Executive,1,Divorced,7,No,14,8,3,3,3,0,1014,0-5 Years,6-10 Years,85000,50K - 100K,4
RM1020,36,36-45,No,Sales,Marketing,Female,2,Sales Executive,1,Married,4,No,13,11,3,2,3,0,1020,0-5 Years,11-15 Years,85000,50K - 100K,4
RM1029,41,36-45,No,Research & Development,Medical,Male,1,Research Scientist,3,Married,2,Yes,12,7,5,2,4,0,1029,0-5 Years,6-10 Years,145000,100K - 150K,3
RM1036,31,26-35,No,Human Resources,Medical,Female,1,Human Resources,2,Single,9,No,18,8,3,3,3,0,1036,0-5 Years,6-10 Years,125000,100K - 150K,4
RM1043,44,36-45,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,3,Single,3,No,14,7,5,3,5,0,1043,0-5 Years,6-10 Years,58000,50K - 100K,3
RM1073,29,26-35,No,Research & Development,Life Sciences,Female,1,Laboratory Technician,2,Married,0,No,13,4,3,3,3,0,1073,0-5 Years,0-5 Years,58000,50K - 100K,3
RM1076,32,26-35,No,Research & Development,Medical,Male,3,Manager,4,Single,2,No,25,10,5,4,5,0,1076,0-5 Years,6-10 Years,195000,150K - 200K,4
RM1124,35,26-35,No,Research & Development,Medical,Female,2,Healthcare Representative,3,Single,3,Yes,16,10,4,3,5,0,1124,0-5 Years,6-10 Years,105000,100K - 150K,4
RM1129,36,36-45,No,Research & Development,Life Sciences,Male,2,Laboratory Technician,1,Married,3,Yes,13,9,3,3,3,0,1129,0-5 Years,6-10 Years,58000,50K - 100K,4
RM1140,32,26-35,No,Research & Development,Other,Female,1,Research Scientist,4,Married,3,No,17,6,3,3,3,0,1140,0-5 Years,6-10 Years,145000,100K - 150K,3
RM1145,31,26-35,No,Sales,Other,Male,2,Sales Executive,1,Single,7,No,13,10,3,3,5,0,1145,0-5 Years,6-10 Years,85000,50K - 100K,4
RM1170,27,26-35,No,Research & Development,Medical,Female,1,Research Scientist,3,Married,7,No,17,5,0,3,3,0,1170,0-5 Years,0-5 Years,145000,100K - 150K,3
RM1172,40,36-45,Yes,Research & Development,Life Sciences,Male,1,Laboratory Technician,1,Single,3,Yes,14,10,3,1,4,0,1172,0-5 Years,6-10 Years,58000,50K - 100K,4
RM1174,36,36-45,No,Research & Development,Life Sciences,Female,3,Healthcare Representative,1,Married,4,No,12,9,6,3,3,0,1174,0-5 Years,6-10 Years,105000,100K - 150K,4
RM1190,33,26-35,No,Sales,Medical,Male,2,Sales Executive,4,Divorced,1,No,14,6,5,3,6,0,1190,6-10 Years,6-10 Years,85000,50K - 100K,3
RM1198,20,18-25,No,Sales,Life Sciences,Male,1,Sales Representative,1,Single,1,No,11,2,3,3,2,0,1198,0-5 Years,0-5 Years,80000,50K - 100K,2
RM1200,36,36-45,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,3,Married,6,No,14,10,2,2,3,0,1200,0-5 Years,6-10 Years,105000,100K - 150K,4
RM1214,23,18-25,Yes,Sales,Life Sciences,Male,1,Sales Representative,4,Divorced,1,Yes,21,3,2,3,3,0,1214,0-5 Years,0-5 Years,80000,50K - 100K,2
RM1225,26,26-35,No,Research & Development,Medical,Male,1,Laboratory Technician,3,Married,1,No,15,3,3,4,3,0,1225,0-5 Years,0-5 Years,58000,50K - 100K,2
RM1228,31,26-35,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,3,Married,1,No,14,6,2,4,5,0,1228,0-5 Years,6-10 Years,58000,50K - 100K,3
RM1248,31,26-35,No,Sales,Technical Degree,Male,2,Sales Executive,3,Married,1,No,19,6,3,3,5,0,1248,0-5 Years,6-10 Years,85000,50K - 100K,3
RM1251,29,26-35,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,3,Single,8,Yes,12,10,5,4,3,0,1251,0-5 Years,6-10 Years,105000,100K - 150K,4
RM1269,53,46-55,No,Research & Development,Medical,Female,4,Manufacturing Director,3,Married,4,Yes,20,27,2,2,3,0,1269,0-5 Years,21-30 Years,380000,200K+,4
RM1277,37,36-45,No,Sales,Marketing,Male,2,Sales Executive,2,Married,1,No,14,5,2,3,5,0,1277,0-5 Years,0-5 Years,85000,50K - 100K,3
RM1309,38,36-45,No,Sales,Marketing,Female,2,Sales Representative,4,Married,2,Yes,20,20,4,2,4,0,1309,0-5 Years,16-20 Years,80000,50K - 100K,3
RM1337,55,46-55,No,Research & Development,Technical Degree,Male,1,Research Scientist,4,Married,8,No,20,19,2,4,5,0,1337,0-5 Years,16-20 Years,145000,100K - 150K,5
RM1346,35,26-35,No,Research & Development,Other,Female,2,Manufacturing Director,2,Married,0,Yes,11,4,2,3,3,0,1346,0-5 Years,0-5 Years,380000,200K+,3
RM136,36,36-45,No,Research & Development,Medical,Male,2,Manufacturing Director,2,Divorced,6,No,20,7,0,3,3,0,136,0-5 Years,6-10 Years,380000,200K+,3
RM1360,34,26-35,No,Sales,Medical,Female,2,Sales Executive,4,Married,3,Yes,12,9,3,2,4,0,1360,0-5 Years,6-10 Years,85000,50K - 100K,4
RM1363,45,36-45,No,Research & Development,Medical,Male,2,Healthcare Representative,3,Single,4,No,12,12,3,3,4,0,1363,0-5 Years,11-15 Years,105000,100K - 150K,4
RM137,51,46-55,Yes,Research & Development,Life Sciences,Male,3,Manufacturing Director,4,Single,2,No,15,18,2,3,4,0,137,0-5 Years,16-20 Years,380000,200K+,3
RM1377,38,36-45,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Divorced,2,No,19,10,0,4,5,0,1377,0-5 Years,6-10 Years,145000,100K - 150K,4
RM1414,25,18-25,No,Research & Development,Other,Male,1,Laboratory Technician,3,Divorced,6,Yes,19,7,2,2,2,0,1414,0-5 Years,6-10 Years,58000,50K - 100K,3
RM1441,36,36-45,No,Research & Development,Life Sciences,Female,2,Manufacturing Director,2,Divorced,7,No,13,18,3,3,4,0,1441,0-5 Years,16-20 Years,380000,200K+,3
RM1457,35,26-35,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,3,Married,1,Yes,14,10,2,4,10,0,1457,6-10 Years,6-10 Years,105000,100K - 150K,4
RM1465,26,26-35,No,Sales,Other,Female,1,Sales Representative,3,Single,0,No,18,5,2,3,4,0,1465,0-5 Years,0-5 Years,80000,50K - 100K,3
RM1465,26,26-35,No,Sales,Other,Female,1,Sales Representative,3,Single,0,No,18,5,2,3,4,0,1465,0-5 Years,0-5 Years,80000,50K - 100K,3
RM1466,36,36-45,No,Research & Development,Medical,Male,2,Laboratory Technician,4,Married,4,No,17,17,3,3,5,0,1466,0-5 Years,16-20 Years,58000,50K - 100K,5
RM1466,36,36-45,No,Research & Development,Medical,Male,2,Laboratory Technician,4,Married,4,No,17,17,3,3,5,0,1466,0-5 Years,16-20 Years,58000,50K - 100K,5
RM1468,27,26-35,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,2,Married,1,Yes,20,6,0,3,6,0,1468,6-10 Years,6-10 Years,380000,200K+,3
RM1468,27,26-35,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,2,Married,1,Yes,20,6,0,3,6,0,1468,6-10 Years,6-10 Years,380000,200K+,3
RM163,28,26-35,No,Research & Development,Medical,Male,1,Research Scientist,4,Married,1,No,11,5,2,1,5,0,163,0-5 Years,0-5 Years,145000,100K - 150K,3
RM181,31,26-35,No,Research & Development,Medical,Female,1,Research Scientist,4,Married,8,Yes,23,7,0,3,4,0,181,0-5 Years,6-10 Years,145000,100K - 150K,3
RM184,50,46-55,No,Research & Development,Medical,Male,1,Laboratory Technician,3,Married,2,No,15,5,2,2,3,0,184,0-5 Years,0-5 Years,58000,50K - 100K,3
RM209,40,36-45,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,4,Married,9,No,14,5,5,1,3,0,209,0-5 Years,0-5 Years,105000,100K - 150K,3
RM210,46,46-55,No,Research & Development,Medical,Male,3,Healthcare Representative,1,Divorced,7,No,16,17,3,3,4,0,210,0-5 Years,16-20 Years,105000,100K - 150K,3
RM215,30,26-35,Yes,Research & Development,Technical Degree,Female,1,Research Scientist,1,Single,5,Yes,11,8,5,3,5,0,215,0-5 Years,6-10 Years,145000,100K - 150K,4
RM220,54,46-55,No,Sales,Marketing,Female,2,Sales Executive,1,Married,2,No,14,16,4,3,6,0,220,6-10 Years,16-20 Years,85000,50K - 100K,5
RM247,33,26-35,No,Research & Development,Life Sciences,Female,1,Research Scientist,4,Married,1,No,13,2,2,2,2,0,247,0-5 Years,0-5 Years,145000,100K - 150K,2
RM250,45,36-45,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,3,Married,4,No,17,9,1,3,3,0,250,0-5 Years,6-10 Years,380000,200K+,4
RM254,42,36-45,No,Research & Development,Life Sciences,Female,2,Research Scientist,1,Single,3,Yes,13,10,1,3,3,0,254,0-5 Years,6-10 Years,145000,100K - 150K,4
RM255,29,26-35,No,Sales,Marketing,Male,2,Sales Executive,4,Divorced,2,No,14,10,2,3,3,0,255,0-5 Years,6-10 Years,85000,50K - 100K,4
RM263,32,26-35,No,Research & Development,Technical Degree,Male,2,Laboratory Technician,1,Single,4,No,13,9,5,3,6,0,263,6-10 Years,6-10 Years,58000,50K - 100K,4
RM273,28,26-35,No,Research & Development,Medical,Male,1,Research Scientist,4,Married,1,No,23,5,3,2,5,0,273,0-5 Years,0-5 Years,145000,100K - 150K,3
RM276,37,36-45,No,Research & Development,Medical,Female,3,Research Director,4,Divorced,2,Yes,18,15,2,3,5,0,276,0-5 Years,11-15 Years,310000,200K+,5
RM289,26,26-35,Yes,Research & Development,Medical,Male,1,Laboratory Technician,2,Divorced,2,Yes,13,5,2,3,3,0,289,0-5 Years,0-5 Years,58000,50K - 100K,3
RM310,31,26-35,No,Research & Development,Technical Degree,Male,1,Research Scientist,4,Married,0,Yes,12,6,4,3,5,0,310,0-5 Years,6-10 Years,145000,100K - 150K,3
RM341,37,36-45,No,Research & Development,Medical,Male,2,Manufacturing Director,4,Divorced,7,No,16,8,2,2,6,0,341,6-10 Years,6-10 Years,380000,200K+,4
RM346,23,18-25,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Divorced,1,No,12,4,2,2,4,0,346,0-5 Years,0-5 Years,145000,100K - 150K,3
RM374,27,26-35,No,Research & Development,Medical,Male,1,Laboratory Technician,2,Divorced,1,No,11,5,2,3,5,0,374,0-5 Years,0-5 Years,58000,50K - 100K,3
RM376,49,46-55,No,Research & Development,Other,Male,3,Healthcare Representative,3,Single,8,No,24,26,2,3,5,0,376,0-5 Years,21-30 Years,105000,100K - 150K,4
RM379,34,26-35,Yes,Sales,Marketing,Male,2,Sales Executive,4,Single,8,Yes,13,9,3,2,5,0,379,0-5 Years,6-10 Years,85000,50K - 100K,4
RM381,24,18-25,No,Sales,Marketing,Female,2,Sales Executive,3,Divorced,1,Yes,12,5,2,4,5,0,381,0-5 Years,0-5 Years,85000,50K - 100K,3
RM397,43,36-45,No,Research & Development,Other,Female,2,Healthcare Representative,3,Divorced,4,Yes,14,8,3,3,5,0,397,0-5 Years,6-10 Years,105000,100K - 150K,4
RM406,25,18-25,Yes,Research & Development,Medical,Male,1,Laboratory Technician,1,Married,5,No,13,6,5,3,2,0,406,0-5 Years,6-10 Years,58000,50K - 100K,3
RM408,45,36-45,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Married,3,No,21,8,3,2,2,0,408,0-5 Years,6-10 Years,145000,100K - 150K,4
RM419,26,26-35,No,Research & Development,Life Sciences,Female,1,Research Scientist,4,Divorced,1,No,22,3,3,1,3,0,419,0-5 Years,0-5 Years,145000,100K - 150K,2
RM421,29,26-35,No,Research & Development,Medical,Male,3,Research Director,3,Married,1,No,18,10,2,3,10,0,421,6-10 Years,6-10 Years,310000,200K+,4
RM430,46,46-55,No,Research & Development,Life Sciences,Male,4,Research Director,3,Married,6,No,13,26,2,1,3,0,430,0-5 Years,21-30 Years,310000,200K+,4
RM441,34,26-35,Yes,Human Resources,Human Resources,Female,3,Human Resources,1,Divorced,9,Yes,15,11,2,3,3,0,441,0-5 Years,11-15 Years,125000,100K - 150K,4
RM484,35,26-35,No,Research & Development,Other,Male,2,Laboratory Technician,4,Single,4,No,14,9,3,3,3,0,484,0-5 Years,6-10 Years,58000,50K - 100K,4
RM493,48,46-55,No,Research & Development,Life Sciences,Female,4,Manager,1,Married,7,No,11,21,3,1,3,0,493,0-5 Years,21-30 Years,195000,150K - 200K,4
RM494,44,36-45,No,Human Resources,Life Sciences,Female,2,Human Resources,3,Single,4,No,11,10,1,4,2,0,494,0-5 Years,6-10 Years,125000,100K - 150K,4
RM495,34,26-35,No,Sales,Technical Degree,Female,1,Sales Representative,3,Divorced,1,Yes,18,8,3,3,8,0,495,6-10 Years,6-10 Years,80000,50K - 100K,4
RM498,44,36-45,No,Research & Development,Other,Male,5,Manager,4,Married,4,Yes,12,26,2,4,2,0,498,0-5 Years,21-30 Years,195000,150K - 200K,4
RM506,26,26-35,No,Research & Development,Life Sciences,Female,1,Laboratory Technician,4,Married,1,Yes,13,3,2,3,3,0,506,0-5 Years,0-5 Years,58000,50K - 100K,2
RM512,36,36-45,No,Research & Development,Medical,Male,2,Manufacturing Director,2,Divorced,2,Yes,11,13,2,3,3,0,512,0-5 Years,11-15 Years,380000,200K+,3
RM517,23,18-25,No,Research & Development,Medical,Male,1,Research Scientist,1,Married,2,No,16,5,3,4,3,0,517,0-5 Years,0-5 Years,145000,100K - 150K,3
RM566,23,18-25,No,Research & Development,Medical,Male,1,Research Scientist,3,Single,1,No,18,2,3,3,2,0,566,0-5 Years,0-5 Years,145000,100K - 150K,2
RM581,35,26-35,No,Sales,Life Sciences,Female,1,Sales Representative,4,Married,1,No,16,3,1,2,3,0,581,0-5 Years,0-5 Years,80000,50K - 100K,2
RM582,30,26-35,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,3,Married,3,No,21,7,2,3,2,0,582,0-5 Years,6-10 Years,58000,50K - 100K,3
RM592,33,26-35,Yes,Sales,Marketing,Female,2,Sales Executive,1,Single,5,No,15,6,3,3,3,0,592,0-5 Years,6-10 Years,85000,50K - 100K,3
RM600,36,36-45,No,Human Resources,Human Resources,Male,1,Human Resources,2,Married,4,No,13,8,2,3,5,0,600,0-5 Years,6-10 Years,125000,100K - 150K,4
RM614,34,26-35,No,Human Resources,Human Resources,Male,1,Human Resources,4,Married,0,No,19,4,1,1,3,0,614,0-5 Years,0-5 Years,125000,100K - 150K,3
RM623,32,26-35,No,Sales,Life Sciences,Male,2,Sales Executive,4,Divorced,2,No,11,8,3,2,5,0,623,0-5 Years,6-10 Years,85000,50K - 100K,4
RM625,53,46-55,No,Sales,Marketing,Female,3,Sales Executive,4,Married,7,Yes,18,35,3,3,5,0,625,0-5 Years,31-40 Years,85000,50K - 100K,4
RM632,44,36-45,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,4,Married,2,Yes,24,10,2,2,3,0,632,0-5 Years,6-10 Years,58000,50K - 100K,4
RM639,25,18-25,No,Sales,Marketing,Male,2,Sales Executive,1,Married,1,No,12,5,1,4,5,0,639,0-5 Years,0-5 Years,85000,50K - 100K,3
